EDGE2 1 0 -0.010554 -0.003357 0.577010 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 2 1 -0.030440 0.010165 0.516477 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 3 2 0.098110 -0.025939 0.481833 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 4 3 0.029644 0.053137 0.532429 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 5 4 0.058030 0.050918 0.545982 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 6 5 -0.035640 0.054028 0.530305 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 6 4 -0.002002 0.115300 1.069530 100.000000 0.000000 100.000000 1000.000000 0.000000 0.000000
EDGE2 7 6 -0.112894 -0.029274 0.500426 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 7 5 -0.088513 0.050906 1.018176 100.000000 0.000000 100.000000 1000.000000 0.000000 0.000000
EDGE2 8 7 -0.093739 0.093381 0.514906 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 9 8 -0.026927 -0.021177 0.497424 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 10 9 0.181128 0.017195 0.521330 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 10 0 -0.161603 -0.081151 -1.049431 100.000000 0.000000 100.000000 1000.000000 0.000000 0.000000
EDGE2 11 10 -0.138473 -0.024526 0.545208 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 11 0 -0.237471 -0.102487 -0.511854 100.000000 0.000000 100.000000 1000.000000 0.000000 0.000000
EDGE2 12 11 -1.033384 -0.017683 0.263043 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 13 12 -1.006440 -0.038765 0.067354 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 14 13 -0.982271 -0.029518 -0.030880 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 15 14 -0.954099 -0.045950 -0.107229 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 16 15 -0.902893 -0.098956 -0.072370 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 17 16 -1.064606 -0.124605 0.021091 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 18 17 -1.141297 -0.034765 0.006046 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 19 18 -0.883381 -0.231836 0.348558 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 20 19 -0.471477 0.041465 0.446354 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 21 20 -1.039940 0.052019 -0.065091 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 22 21 -0.971400 0.038212 -0.037911 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 23 22 -0.959972 0.051738 -0.021400 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 24 23 -0.169804 -0.040087 0.444897 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 25 24 -0.966894 0.024420 0.017866 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 25 23 -1.142830 -0.027826 0.473823 100.000000 0.000000 100.000000 1000.000000 0.000000 0.000000
EDGE2 26 25 -1.014724 -0.079513 0.044207 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 27 26 -1.062721 -0.042767 0.053180 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 28 27 -0.987538 -0.123560 0.067160 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 29 28 -1.182211 -0.122008 0.047728 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 30 29 -1.002764 0.000643 0.013957 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
EDGE2 31 30 -0.964239 0.032502 0.072739 20.000000 0.000000 20.000000 100.000000 0.000000 0.000000
